單字,翻譯
dissident,(adj.)意見不同的
dissident,(n.)不贊成者、持不同政見者
dissolve,(v.)分解、使融化
dissuade,(v.)勸阻
distance,(v.)使疏遠
distance,(n.)距離
distant,(adj.)遠離的
distinct,(adj.)與其他不同的
distinction,(n.)區別、殊勳、榮譽
distinctive,(adj.)有特色的、特殊的
distinguish,(v.)區別、識別
distinguished,(adj.)卓越的、著名的
distort,(v.)扭曲、曲解、變形
distract,(v.)轉移(目標)、使分心
distraction,(n.)分心、注意力分散
distress,(n.)悲痛、苦惱
distress,(v.)使悲痛、使苦惱
distribute,(v.)分發、分配
distribution,(n.)分發、分配
district,(n.)地區、區域、地帶
distrust,(n.)不信任、懷疑
distrust,(v.)不信任、懷疑
disturb,(v.)妨礙、打擾
disturbance,(n.)擾亂、打擾
ditch,(n.)溝、壕溝
ditch,(v.)掘溝
dive,(n.)俯衝、急劇下降
dive,(v.)跳水
diverse,(adj.)互異的、多變化的
diversify,(v.)使多樣化
diversion,(n.)轉向、轉移、分散注意力
diversity,(n.)差異、多樣性
divert,(v.)轉向、改道、使分心
divide,(n.)分歧、不和、分水嶺
divide,(v.)分開、除以
divine,(adj.)神授的、天賜的
division,(n.)區域、部分、除(法)
divorce,(n.)離婚
divorce,(v.)與...離婚、使離婚
dizzy,(adj.)暈眩的
do,(v.)構成否定句、疑問句、或強調句
do,(v.)做
dock,(n.)碼頭
dock,(v.)靠碼頭、入船塢
doctor,(n.)醫生
doctrine,(n.)教義、信條
document,(v.)用文件證明
document,(n.)文件、證件
documentary,(adj.)文件的、(電影、電視等)記錄的
documentary,(n.)記錄影片
dodge,(v.)閃開、迴避
dodge,(n.)躲閃、託詞
dog,(n.)狗
doll,(n.)洋娃娃
dollar,(n.)美元
dolphin,(n.)海豚
dome,(n.)圓屋頂、穹窿、半球形物
dome,(v.)成圓頂狀
domestic,(adj.)國內的
dominant,(adj.)佔優勢的、支配的、統治的
dominate,(v.)支配、統治、控制
donate,(v.)捐獻、捐贈
donation,(n.)捐獻、捐款
donkey,(n.)驢子
donor,(n.)贈送人、捐贈者
doom,(v.)注定、使失敗、毀滅
doom,(n.)厄運、毀滅
door,(n.)門
doorstep,(n.)門階
doorway,(n.)出入口、門口
dorm,(n.)宿舍
dormitory,(n.)學生宿舍
dosage,(n.)(藥的)劑量、服法
dose,(n.)(藥物等的)一劑、一服
dose,(v.)(按劑量)給...服藥
dot,(v.)點綴、 打點、加點
dot,(n.)點、小圓點
double,(v.)加倍
double,(n.)兩倍
double,(adv.)雙倍地、加倍地、雙重地
double,(adj.)雙重的
doubt,(v.)懷疑
doubt,(n.)懷疑
doubtful,(adj.)懷疑的
dough,(n.)生麵糰、現款
doughnut,(n.)油炸圈餅
dove,(n.)鴿
down,(prep.)向下
down,(n.)下降、蕭條、絨毛、有草丘陵地
down,(adv.)向下、下降、(境況)變差、減少、減弱
down,(v.)擊倒
down,(adj.)情緒低落、消沈、(分期付款的)第一期的
download,(v.)下載
downstairs,(adj.)樓下的
downstairs,(n.)樓下
downstairs,(adv.)樓下地
downtown,(adj.)城市商業區的
downtown,(adv.)往城市商業區
downtown,(n.)城市商業區
downward,(adj.)向下的、下降的、日趨沒落的
downward,(adv.)向下、日趨沒落地、(時間)往後推移地
downwards,(adv.)向下
doze,(n.)瞌睡、假寐
doze,(v.)打瞌睡、打盹
dozen,(n.)一打
draft,(n.)草稿、徵兵、通風
draft,(v.)起草、設計
drag,(n.)拖曳
drag,(v.)拉、拖
dragon,(n.)龍
dragonfly,(n.)蜻蜓
drain,(n.)排水管
drain,(v.)排出(液體)
drama,(n.)戲劇
dramatic,(adj.)戲劇性的、引人注目的
drape,(n.)簾(尤指窗簾)、幔
drape,(v.)(用布等鬆軟地)覆蓋、垂掛
drastic,(adj.)激烈的、極端的
draw,(v.)畫、繪製、描寫
draw,(n.)平局、平手
drawback,(n.)缺點、不利條件、障礙
drawer,(n.)抽屜
drawing,(n.)描繪、素描、製圖、抽籤、提款
dread,(v.)懼怕、擔心
dread,(n.)畏懼、恐怖
dreadful,(adj.)可怕的
dream,(n.)夢
dream,(v.)做(夢)、想像
dreary,(adj.)慘淡的、沈悶的
dress,(v.)穿著
dress,(n.)洋裝
dresser,(n.)衣櫃
dressing,(n.)打扮、佈置、裝飾、(拌沙拉等用的)調料
drift,(n.)漂流、漂移
drift,(v.)漂、漂流
drill,(v.)鑽(孔)、在...上鑽孔
drill,(n.)鑽、鑽頭、鑽床
drink,(n.)飲料
drink,(v.)喝
drinking,(n.)喝酒
drip,(n.)滴下、滴水聲
drip,(v.)滴下
drive,(n.)兜風、車程、幹勁、比賽
drive,(v.)開車
driver,(n.)司機
driveway,(n.)車道
drizzle,(n.)毛毛雨
drizzle,(v.)下毛毛雨
drop,(v.)(使)滴落、丟下
drop,(n.)(一)滴、點滴、空投、點藥水
drought,(n.)旱災
drown,(v.)淹沒、浸濕
drowsy,(adj.)昏昏欲睡的
drug,(v.)使服麻醉藥、使服毒品
drug,(n.)藥品、毒品
drugstore,(n.)(常兼售雜貨的)藥房
drum,(v.)打鼓、咚咚地敲
drum,(n.)鼓
drunk,(adj.)喝醉(酒)的、陶醉的、興奮的
drunk,(n.)醉漢、酒鬼、酒宴、鬧飲
dry,(adj.)乾的
dry,(v.)曬乾、風乾
dryer,(n.)烘衣機
dual,(adj.)雙的、雙倍的、雙重的
dubious,(adj.)半信半疑的、含糊的
duck,(n.)鴨
duck,(v.)躲避、迴避
duckling,(n.)小鴨
due,(n.)應得之物、應得權益、應付款、稅金
due,(adv.)(置於方位詞前)正
due,(adj.)應支付的、欠款的
dull,(v.)弄鈍、使不活躍、減少、減輕
dull,(adj.)晦暗的、無光澤的
dumb,(adj.)愚笨的、啞的
dump,(v.)傾倒、拋棄
dump,(n.)垃圾場
dumpling,(n.)餃子
durable,(adj.)經久的、耐用的
duration,(n.)持續、持久
during,(prep.)在…期間
dusk,(n.)薄暮、黃昏
dust,(v.)撣去、擦去
dust,(n.)灰塵、塵土
dusty,(adj.)滿是灰塵的
duty,(n.)義務、關稅
dwarf,(v.)使顯得矮小、阻礙生長
dwarf,(n.)矮子、矮小的動(植)物
dwell,(v.)居住、存在於、思索
dwelling,(n.)住處、寓所
dye,(n.)染料、染色
dye,(v.)把...染上顏色
dynamic,(adj.)動態的
dynamite,(n.)炸藥、具有爆炸性的事
dynamite,(v.)用炸藥爆破、炸毀
dynasty,(n.)王朝、朝代
e-mail,(n.)電子郵件
e-mail,(v.)傳送電子郵件
each,(adv.)各個(地)、各自(地)、每一個
each,(adj.)每個
eager,(adj.)渴望的、急切的
eagle,(n.)老鷹
ear,(n.)耳朵
early,(adj.)早的、提早的
early,(adv.)早、提早
earn,(v.)賺到
earnest,(adj.)誠摯的、熱心的
earnest,(n.)認真、誠摯
earnings,(n.)收入、工資
earphone,(n.)耳機
earth,(n.)地球、土地
earthquake,(n.)地震
ease,(v.)減輕
ease,(n.)容易、不費力、舒適、悠閒、放鬆、緩和
east,(adv.)向東方
east,(n.)東方
east,(adj.)東方的
eastern,(adj.)東方的
easy,(adj.)容易的
eat,(v.)吃
ebb,(n.)退潮、衰退
ebb,(v.)退潮、衰退
eccentric,(adj.)(人、行為等)古怪的
eccentric,(n.)古怪的人
echo,(v.)發出回聲
echo,(n.)回聲、回響
eclipse,(v.)蝕、遮蔽、使失色、投下陰影
eclipse,(n.)蝕、被遮蔽、黯然失色
ecology,(n.)生態學、生態
economic,(adj.)經濟上的、經濟學的
economical,(adj.)經濟的、節約的
economics,(n.)經濟學
economist,(n.)經濟學者
economy,(n.)節約、節省
ecstasy,(n.)狂喜、入迷
edge,(v.)使鋒利、使漸進
edge,(n.)邊緣、優勢
edible,(adj.)可食的、食用的
edit,(v.)編輯、校訂
edition,(n.)版本
editor,(n.)編者、校訂者
editorial,(adj.)社論的
editorial,(n.)社論
educate,(v.)教育
education,(n.)教育
educational,(adj.)教育的
eel,(n.)鰻魚
effect,(v.)造成、招致
effect,(n.)效力、作用
effective,(adj.)有效的
efficiency,(n.)效率、效能
efficient,(adj.)效率高的、有能力的
effort,(n.)努力
egg,(n.)蛋
ego,(n.)自我、自負
eight,(n.)八
eight,(adj.)八的
eighteen,(n.)十八
eighteen,(adj.)十八的
eighty,(n.)八十
eighty,(adj.)八十的
either,(adj.)兩者之一
either,(conj.)或者(和or連用)
either,(adv.)也
elaborate,(adj.)精心製作的、煞費苦心的、辛勤的
elaborate,(v.)精心製作
elastic,(n.)橡皮帶、鬆緊帶、橡皮圈
elastic,(adj.)有彈性的、有彈力的
elbow,(n.)肘部
elbow,(v.)用肘推、擠進
elder,(n.)長輩
elder,(adj.)年紀較長的
elderly,(adj.)年長的、上了年紀的
elect,(v.)選出
elect,(adj.)選定的、當選的
election,(n.)選舉
electric,(adj.)電的
electrical,(adj.)電的
electrician,(n.)電工、電氣技師
electricity,(n.)電、電流
electron,(n.)電子
electronic,(adj.)電子的
electronics,(n.)電子學
elegant,(adj.)優美的、漂亮的
element,(n.)要素、成分
elementary,(adj.)基本的、初級的、基礎的
elephant,(n.)大象
elevate,(v.)提高、振奮、升職
elevator,(n.)電梯、升降機
eleven,(adj.)十一的
eleven,(n.)十一
eligible,(adj.)有資格當選的、合格的
eliminate,(v.)排除、消除
elite,(n.)精華、精英
elite,(adj.)精英的
eloquence,(n.)雄辯、(流利的)口才
eloquent,(adj.)雄辯的、口才流利的
else,(adv.)其他、另外、否則、要不然
elsewhere,(adv.)在別處、往別處
email,(n.)electronic mail
email,(v.)electronic mail
embark,(v.)上船(或飛機等)、從事
embarrass,(v.)使困窘
embarrassment,(n.)窘、難堪、使人為難的人(或事物)
embassy,(n.)大使館
embrace,(n.)擁抱
embrace,(v.)擁抱、包含、抓住(機會等)
emerge,(v.)浮現、出現
emergency,(n.)緊急情況
emigrant,(n.)(往他國的)移民、移出者
emigrate,(v.)移居外國(或外地)
emigration,(n.)移居、(總稱)移民
emotion,(n.)情緒
emotional,(adj.)易動情的
emperor,(n.)皇帝
emphasis,(n.)強調、重視、重點
emphasize,(v.)強調
emphatic,(adj.)強調的、著重的
empire,(n.)帝國
employ,(v.)僱用
employee,(n.)受雇者、雇工、雇員
employer,(n.)雇主、雇用者
employment,(n.)雇用、受雇
empty,(v.)倒空、流空
empty,(adj.)空的
enable,(v.)使成為可能
enact,(v.)制定(法律)、扮演(角色)
enactment,(n.)(法律的)制定、法規、條例
enclose,(v.)圍住、圈起
enclosure,(n.)封入、圈地、圍牆、附件
encounter,(v.)遭遇(敵人)、遇到(困難、危險等)
encounter,(n.)遭遇、衝突
encourage,(v.)鼓勵、助長
encouragement,(n.)鼓勵、獎勵、促進
encyclopedia,(n.)百科全書
end,(v.)結束
end,(n.)盡頭、結局
endanger,(v.)危及、使遭到危險
endeavor,(n.)努力、盡力
endeavor,(v.)努力、力圖
ending,(n.)結局、結尾、終結、字尾
endurance,(n.)忍耐、耐久力
endure,(v.)忍耐、忍受
enemy,(n.)敵人
energetic,(adj.)精力充沛的
energy,(n.)精力、能量
enforce,(v.)實施、執行
enforcement,(n.)執行、強制
engage,(v.)使訂婚、使忙於
engagement,(n.)訂婚、諾言、雇用、交戰
engine,(n.)引擎
engineer,(n.)工程師
engineering,(n.)工程、工程學
enhance,(v.)提高、增加
enhancement,(n.)提高、增加
enjoy,(v.)喜歡、享受
enjoyable,(adj.)快樂的、有樂趣的
enjoyment,(n.)樂趣、享受
enlarge,(v.)擴大、擴展
enlargement,(n.)放大
enlighten,(v.)啟發、啟迪
enlightenment,(n.)啟蒙、教化、開明
enormous,(adj.)巨大的
enough,(adv.)足夠地、充分地、很、十分
enough,(adj.)足夠的
enough,(n.)足夠、充分
enrich,(v.)使富裕、使豐富、使肥沃
enrichment,(n.)致富、豐富、添加肥料、增強食品營養
enroll,(v.)把...記入名冊、登記
enrollment,(n.)登記、入會、入伍、登記人數
ensure,(v.)保證、擔保
enter,(v.)輸入、進入
enterprise,(n.)企業、公司
entertain,(v.)招待、款待
entertainment,(n.)招待、款待、 演藝界
enthusiasm,(n.)熱心、熱情
enthusiastic,(adj.)熱情的、熱烈的
entire,(adj.)全部的、整個的
entitle,(v.)給...權力(或資格)
entrance,(n.)入口
entry,(n.)進入、入場、入口
envelope,(n.)信封
envious,(adj.)嫉妒的、羨慕的
environment,(n.)環境
environmental,(adj.)環境的、有關環境(保護)的
envy,(n.)妒忌、羨慕
envy,(v.)羨慕、嫉妒
epidemic,(n.)流行病、(流行病)傳播、流行
epidemic,(adj.)流行性的、傳染的、極為流行的
episode,(n.)一個事件、一節、一齣、一集
equal,(n.)相等的事物、相等的數量
equal,(v.)等於
equal,(adj.)相等的、 平等的
equality,(n.)相等、平等
equate,(v.)用符號表示某種關係、等同
equation,(n.)方程式、等式、相等
equip,(v.)裝備、配備
equipment,(n.)配備、裝備
equivalent,(adj.)相等的、相同的
equivalent,(n.)相等物、等價物
era,(n.)時代、年代
erase,(v.)擦掉、抹去
eraser,(n.)橡皮擦
erect,(adj.)豎起的
erect,(v.)使豎立、使豎直
erode,(v.)腐蝕、侵蝕、磨損
errand,(n.)差事、差使
error,(n.)錯誤
erupt,(v.)噴出、爆發
eruption,(n.)爆發、噴出
escalate,(v.)使逐步上升(增強或擴大)
escalator,(n.)電扶梯
escape,(n.)逃跑、逃脫
escape,(v.)逃跑、逃脫
escort,(n.)護衛隊、護航隊、護送、護航
escort,(v.)護送、為...護航、陪同
especially,(adv.)特別地
essay,(n.)論說文、散文
essence,(n.)本質、要素、精華、精油
essential,(adj.)必要的、實質的
essential,(n.)要素、要點、本質、實質
establish,(v.)建立、設立
establishment,(n.)建立、創立、建立的機構
estate,(n.)地產
esteem,(n.)尊重、評價
esteem,(v.)尊重、評價
estimate,(v.)估計、估量
estimate,(n.)估計、估價
eternal,(adj.)永久的、永恆的
eternity,(n.)永遠、永恆、永世
ethic,(n.)倫理標準
ethical,(adj.)倫理的、道德的
ethnic,(n.)維護語言或風俗的小組成員
ethnic,(adj.)種族的、人種學的
evacuate,(v.)撤離、避難、疏散
evaluate,(v.)對...評價
evaluation,(n.)評估、估價
eve,(n.)前夕
even,(adv.)即使
even,(adj.)均勻的、偶數的、平手的
even,(v.)使平坦、弄平、使相等
evening,(n.)傍晚
event,(n.)事件
eventual,(adj.)最後的、結果的
ever,(adv.)從來、曾經
evergreen,(n.)常綠樹、萬年青
evergreen,(adj.)常綠的、常青的
every,(adj.)每一個的
evidence,(n.)證據、證詞、證人、物證
evidence,(v.)顯示、表明
evident,(adj.)明顯的、明白的
evil,(n.)邪惡、罪惡
evil,(adj.)邪惡的
evolution,(n.)發展、進展
evolve,(v.)使逐步形成、發展
exact,(adj.)確切的、精確的
exaggerate,(v.)張、誇大、對...言過其實
exaggeration,(n.)誇張
exam,(n.)考試
examination,(n.)檢查、調查
examine,(v.)檢查、測驗
examinee,(n.)應試者、受檢查者
examiner,(n.)主考人、檢查人、審查員
example,(n.)例子
exceed,(v.)超過、勝過
excel,(v.)勝過、突出
excellence,(n.)優秀、傑出、卓越
excellent,(adj.)非常好的
except,(v.)把...除外、反對
except,(prep.)除…之外
excepting,(prep.)除...之外
exception,(n.)例外
exceptional,(adj.)例外的、異常的、特殊的
excerpt,(v.)摘錄、引用
excerpt,(n.)摘錄、引用
excess,(adj.)過量的、額外的
excess,(n.)超越、過量
excessive,(adj.)過度的、極度的
exchange,(v.)交換、調換、兌換
exchange,(n.)交換、交流、交易所
excite,(v.)使興奮、使激動
excitement,(n.)刺激、興奮、激動
exclaim,(v.)呼喊、驚叫
exclude,(v.)拒絕接納、排除在外
exclusive,(adj.)排外的、唯一的、獨家的
excuse,(v.)原諒、借光
excuse,(n.)藉口
execute,(v.)實施、執行、處死
execution,(n.)實行、執行、死刑
executive,(n.)執行者、業務主管
executive,(adj.)執行的、行政部門的
exercise,(n.)運動、習題
exercise,(v.)鍛鍊、操練、練習、運用、行使
exert,(v.)用(力)、施加
exhaust,(v.)使精疲力盡
exhaust,(n.)排出、排氣
exhibit,(n.)展示品、陳列品
exhibit,(v.)展示、陳列
exhibition,(n.)展覽、展覽會
exile,(v.)流放、放逐
exile,(n.)流放、流亡、被流放者
exist,(v.)存在
existence,(n.)存在、實在
exit,(v.)出去、離去、退去
exit,(n.)出口
exotic,(adj.)異國情調的、外來的
exotic,(n.)隨音樂表演豔舞者
expand,(v.)展開、張開
expansion,(n.)擴展、擴張
expect,(v.)期待
expectation,(n.)期待、預期
expedition,(n.)遠征(隊)、探險(隊)
expel,(v.)驅逐、排出、開除
expense,(n.)費用、支出、消耗
expensive,(adj.)貴的
experience,(n.)經驗
experience,(v.)經歷、感受
experiment,(v.)進行實驗、試驗
experiment,(n.)實驗、試驗
experimental,(adj.)實驗性的、試驗性的
expert,(n.)專家、能手
expert,(adj.)熟練的、老練的、專家的
expertise,(n.)專門知識、專門技術
expiration,(n.)失效、期滿、吐氣
expire,(v.)失效、滿期、吐氣
explain,(v.)解釋
explanation,(n.)說明、解釋
explicit,(adj.)詳盡的、清楚的
explode,(v.)使爆炸
exploit,(n.)功績、功勳、英勇的行為
exploit,(v.)開發、開採、開拓
exploration,(n.)勘查、探測
explore,(v.)探測、探勘
explosion,(n.)爆發、爆炸
explosive,(n.)爆炸物、炸藥
explosive,(adj.)爆炸(性)的、爆發性的
export,(v.)輸出
export,(n.)出口
expose,(v.)使暴露於
exposure,(n.)暴露、暴曬
express,(v.)表示
express,(n.)快車、快遞、快運
express,(adj.)快遞的、快運的、明確的
express,(adv.)用快遞、由直達快車、特意地
expression,(n.)表達、表示
expressive,(adj.)表達的、表情豐富的
exquisite,(adj.)精緻的、精良的、精選的
extend,(v.)延長、延伸
extension,(n.)伸長、擴大、延期
extensive,(adj.)廣大的、廣闊的
extent,(n.)程度、限度、範圍
exterior,(adj.)外部的、外面的
exterior,(n.)外部、外表、外景
external,(n.)外表、表面
external,(adj.)外面的、外來的
extinct,(adj.)(火等)熄滅了的、絕種的
extra,(n.)附加的人物或錢、號外
extra,(adv.)額外地、另外、特別地、非常地
extra,(adj.)額外的
extract,(v.)取出、抽出、提煉、摘錄
extract,(n.)提取物、摘錄
extracurricular,(adj.)課外的
extraordinary,(adj.)異常的、特別的
extreme,(adj.)極端的、極度的
extreme,(n.)極端、末端
eye,(v.)看、注視、審視
eye,(n.)眼睛
eyebrow,(n.)眉、眉毛
eyelash,(n.)(一根)睫毛、(一根)眼毛
eyelid,(n.)眼皮、眼瞼
eyesight,(n.)視力、目力
fable,(n.)寓言
fabric,(n.)布料、織品
fabulous,(adj.)極好的、驚人的
face,(n.)臉
face,(v.)面向、正對、正視、朝、向
facial,(adj.)臉的、面部的
facilitate,(v.)使容易、促進、幫助
facility,(n.)能力、技能、設備、 設施、 工具、(供特定用途的)場所
fact,(n.)事實
faction,(n.)派別、小集團、派系之爭
